age_group,cause,deaths,percent,country
5-14,"Communicable, maternal, perinatal and nutritional conditions",29.19,4.24,Republic of Korea
5-14,Injuries,269.96,39.18,Republic of Korea
5-14,Noncommunicable diseases,389.81,56.58,Republic of Korea
5-14,"Communicable, maternal, perinatal and nutritional conditions",35.95,18.79,Republic of Moldova
5-14,Injuries,64.36,33.64,Republic of Moldova
5-14,Noncommunicable diseases,91.0,47.57,Republic of Moldova
5-14,"Communicable, maternal, perinatal and nutritional conditions",214.91,30.17,Romania
5-14,Injuries,224.75,31.55,Romania
5-14,Noncommunicable diseases,272.6,38.27,Romania
5-14,"Communicable, maternal, perinatal and nutritional conditions",1601.42,25.76,Russian Federation
5-14,Injuries,2437.48,39.21,Russian Federation
5-14,Noncommunicable diseases,2176.88,35.02,Russian Federation
5-14,"Communicable, maternal, perinatal and nutritional conditions",5408.1,51.6,Rwanda
5-14,Injuries,2757.41,26.31,Rwanda
5-14,Noncommunicable diseases,2316.12,22.1,Rwanda
5-14,"Communicable, maternal, perinatal and nutritional conditions",2.29,19.05,Saint Lucia
5-14,Injuries,5.64,46.91,Saint Lucia
5-14,Noncommunicable diseases,4.09,34.04,Saint Lucia
5-14,"Communicable, maternal, perinatal and nutritional conditions",3.74,26.99,Saint Vincent and the Grenadines
5-14,Injuries,4.85,34.95,Saint Vincent and the Grenadines
5-14,Noncommunicable diseases,5.28,38.06,Saint Vincent and the Grenadines
5-14,"Communicable, maternal, perinatal and nutritional conditions",9.0,37.44,Samoa
5-14,Injuries,5.86,24.39,Samoa
5-14,Noncommunicable diseases,9.17,38.17,Samoa
5-14,"Communicable, maternal, perinatal and nutritional conditions",18.83,51.11,Sao Tome and Principe
5-14,Injuries,11.46,31.11,Sao Tome and Principe
5-14,Noncommunicable diseases,6.55,17.79,Sao Tome and Principe
5-14,"Communicable, maternal, perinatal and nutritional conditions",251.15,12.54,Saudi Arabia
5-14,Injuries,545.23,27.21,Saudi Arabia
5-14,Noncommunicable diseases,1207.11,60.25,Saudi Arabia
5-14,"Communicable, maternal, perinatal and nutritional conditions",2808.97,40.5,Senegal
5-14,Injuries,2394.43,34.53,Senegal
5-14,Noncommunicable diseases,1731.71,24.97,Senegal
5-14,"Communicable, maternal, perinatal and nutritional conditions",11.11,7.65,Serbia
5-14,Injuries,30.66,21.11,Serbia
5-14,Noncommunicable diseases,103.44,71.24,Serbia
5-14,"Communicable, maternal, perinatal and nutritional conditions",4.02,49.39,Seychelles
5-14,Injuries,2.26,27.77,Seychelles
5-14,Noncommunicable diseases,1.86,22.84,Seychelles
5-14,"Communicable, maternal, perinatal and nutritional conditions",5904.21,56.46,Sierra Leone
5-14,Injuries,2329.99,22.28,Sierra Leone
5-14,Noncommunicable diseases,2223.77,21.26,Sierra Leone
5-14,"Communicable, maternal, perinatal and nutritional conditions",3.43,4.56,Singapore
5-14,Injuries,22.61,30.09,Singapore
5-14,Noncommunicable diseases,49.09,65.35,Singapore
5-14,"Communicable, maternal, perinatal and nutritional conditions",23.5,16.56,Slovakia
5-14,Injuries,36.04,25.39,Slovakia
5-14,Noncommunicable diseases,82.41,58.06,Slovakia
5-14,"Communicable, maternal, perinatal and nutritional conditions",0.36,1.15,Slovenia
5-14,Injuries,13.45,43.54,Slovenia
5-14,Noncommunicable diseases,17.09,55.3,Slovenia
5-14,"Communicable, maternal, perinatal and nutritional conditions",86.58,56.05,Solomon Islands
5-14,Injuries,33.43,21.64,Solomon Islands
5-14,Noncommunicable diseases,34.47,22.31,Solomon Islands
5-14,"Communicable, maternal, perinatal and nutritional conditions",14968.38,62.55,Somalia
5-14,Injuries,5517.63,23.06,Somalia
5-14,Noncommunicable diseases,3442.74,14.39,Somalia
5-14,"Communicable, maternal, perinatal and nutritional conditions",6770.87,56.4,South Africa
5-14,Injuries,3315.14,27.62,South Africa
5-14,Noncommunicable diseases,1918.47,15.98,South Africa
5-14,"Communicable, maternal, perinatal and nutritional conditions",8554.57,62.93,South Sudan
5-14,Injuries,3201.5,23.55,South Sudan
5-14,Noncommunicable diseases,1838.45,13.52,South Sudan
5-14,"Communicable, maternal, perinatal and nutritional conditions",40.39,5.28,Spain
5-14,Injuries,173.93,22.74,Spain
5-14,Noncommunicable diseases,550.59,71.98,Spain
5-14,"Communicable, maternal, perinatal and nutritional conditions",353.82,28.69,Sri Lanka
5-14,Injuries,346.79,28.12,Sri Lanka
5-14,Noncommunicable diseases,532.79,43.2,Sri Lanka
5-14,"Communicable, maternal, perinatal and nutritional conditions",5484.46,28.85,Sudan
5-14,Injuries,6217.68,32.71,Sudan
5-14,Noncommunicable diseases,7304.93,38.43,Sudan
5-14,"Communicable, maternal, perinatal and nutritional conditions",20.13,23.9,Suriname
5-14,Injuries,31.76,37.72,Suriname
5-14,Noncommunicable diseases,32.32,38.38,Suriname
5-14,"Communicable, maternal, perinatal and nutritional conditions",8.83,5.14,Sweden
5-14,Injuries,38.0,22.09,Sweden
5-14,Noncommunicable diseases,125.17,72.77,Sweden
5-14,"Communicable, maternal, perinatal and nutritional conditions",4.89,3.5,Switzerland
5-14,Injuries,47.45,33.97,Switzerland
5-14,Noncommunicable diseases,87.35,62.53,Switzerland
5-14,"Communicable, maternal, perinatal and nutritional conditions",584.2,11.98,Syrian Arab Republic
5-14,Injuries,2807.95,57.56,Syrian Arab Republic
5-14,Noncommunicable diseases,1485.73,30.46,Syrian Arab Republic
5-14,"Communicable, maternal, perinatal and nutritional conditions",311.25,33.5,Tajikistan
5-14,Injuries,370.99,39.93,Tajikistan
5-14,Noncommunicable diseases,246.83,26.57,Tajikistan
5-14,"Communicable, maternal, perinatal and nutritional conditions",1694.63,24.81,Thailand
5-14,Injuries,3110.77,45.54,Thailand
5-14,Noncommunicable diseases,2025.81,29.66,Thailand
5-14,"Communicable, maternal, perinatal and nutritional conditions",264.32,44.67,Timor-Leste
5-14,Injuries,187.95,31.76,Timor-Leste
5-14,Noncommunicable diseases,139.44,23.57,Timor-Leste
5-14,"Communicable, maternal, perinatal and nutritional conditions",2454.16,47.23,Togo
5-14,Injuries,1458.12,28.06,Togo
5-14,Noncommunicable diseases,1284.14,24.71,Togo
5-14,"Communicable, maternal, perinatal and nutritional conditions",2.95,28.14,Tonga
5-14,Injuries,3.5,33.36,Tonga
5-14,Noncommunicable diseases,4.04,38.5,Tonga
5-14,"Communicable, maternal, perinatal and nutritional conditions",15.21,17.79,Trinidad and Tobago
5-14,Injuries,28.85,33.73,Trinidad and Tobago
5-14,Noncommunicable diseases,41.47,48.49,Trinidad and Tobago
5-14,"Communicable, maternal, perinatal and nutritional conditions",165.69,13.02,Tunisia
5-14,Injuries,590.28,46.38,Tunisia
5-14,Noncommunicable diseases,516.76,40.6,Tunisia
5-14,"Communicable, maternal, perinatal and nutritional conditions",338.32,33.27,Turkmenistan
5-14,Injuries,263.75,25.94,Turkmenistan
5-14,Noncommunicable diseases,414.7,40.79,Turkmenistan
5-14,"Communicable, maternal, perinatal and nutritional conditions",762.6,15.05,Türkiye
5-14,Injuries,1425.7,28.14,Türkiye
5-14,Noncommunicable diseases,2878.86,56.81,Türkiye
5-14,"Communicable, maternal, perinatal and nutritional conditions",19877.44,58.02,Uganda
5-14,Injuries,8067.86,23.55,Uganda
5-14,Noncommunicable diseases,6313.37,18.43,Uganda
5-14,"Communicable, maternal, perinatal and nutritional conditions",284.56,17.58,Ukraine
5-14,Injuries,631.34,39.01,Ukraine
5-14,Noncommunicable diseases,702.53,43.41,Ukraine
5-14,"Communicable, maternal, perinatal and nutritional conditions",38.74,14.94,United Arab Emirates
5-14,Injuries,80.54,31.06,United Arab Emirates
5-14,Noncommunicable diseases,140.04,54.0,United Arab Emirates
5-14,"Communicable, maternal, perinatal and nutritional conditions",138.05,11.74,United Kingdom
5-14,Injuries,246.72,20.99,United Kingdom
5-14,Noncommunicable diseases,790.92,67.27,United Kingdom
5-14,"Communicable, maternal, perinatal and nutritional conditions",29494.41,63.67,United Republic of Tanzania
5-14,Injuries,8660.13,18.7,United Republic of Tanzania
5-14,Noncommunicable diseases,8166.74,17.63,United Republic of Tanzania
5-14,"Communicable, maternal, perinatal and nutritional conditions",907.12,7.47,United States of America
5-14,Injuries,5590.27,46.02,United States of America
5-14,Noncommunicable diseases,5650.74,46.52,United States of America
5-14,"Communicable, maternal, perinatal and nutritional conditions",10.88,8.32,Uruguay
5-14,Injuries,44.61,34.12,Uruguay
5-14,Noncommunicable diseases,75.25,57.56,Uruguay
5-14,"Communicable, maternal, perinatal and nutritional conditions",1021.65,25.55,Uzbekistan
5-14,Injuries,1431.79,35.8,Uzbekistan
5-14,Noncommunicable diseases,1545.6,38.65,Uzbekistan
5-14,"Communicable, maternal, perinatal and nutritional conditions",18.68,30.95,Vanuatu
5-14,Injuries,17.56,29.09,Vanuatu
5-14,Noncommunicable diseases,24.11,39.96,Vanuatu
5-14,"Communicable, maternal, perinatal and nutritional conditions",790.63,21.49,Venezuela (Bolivarian Republic of)
5-14,Injuries,1500.45,40.79,Venezuela (Bolivarian Republic of)
5-14,Noncommunicable diseases,1387.38,37.72,Venezuela (Bolivarian Republic of)
5-14,"Communicable, maternal, perinatal and nutritional conditions",1700.9,19.28,Viet Nam
5-14,Injuries,4540.99,51.47,Viet Nam
5-14,Noncommunicable diseases,2580.46,29.25,Viet Nam
5-14,"Communicable, maternal, perinatal and nutritional conditions",2812.01,14.76,Yemen
5-14,Injuries,10888.92,57.14,Yemen
5-14,Noncommunicable diseases,5356.98,28.11,Yemen
5-14,"Communicable, maternal, perinatal and nutritional conditions",7517.52,66.91,Zambia
5-14,Injuries,1959.62,17.44,Zambia
5-14,Noncommunicable diseases,1758.05,15.65,Zambia
5-14,"Communicable, maternal, perinatal and nutritional conditions",5968.42,59.48,Zimbabwe
5-14,Injuries,2574.94,25.66,Zimbabwe
5-14,Noncommunicable diseases,1491.72,14.87,Zimbabwe
5-14,"Communicable, maternal, perinatal and nutritional conditions",139.25,15.84,"occupied Palestinian territory, including east Jerusalem"
5-14,Injuries,311.38,35.42,"occupied Palestinian territory, including east Jerusalem"
5-14,Noncommunicable diseases,428.36,48.73,"occupied Palestinian territory, including east Jerusalem"
15-29,"Communicable, maternal, perinatal and nutritional conditions",17853.7,14.93,Afghanistan
15-29,Injuries,89790.73,75.07,Afghanistan
15-29,Noncommunicable diseases,11965.53,10.0,Afghanistan
15-29,"Communicable, maternal, perinatal and nutritional conditions",99.61,20.59,Albania
15-29,Injuries,228.79,47.29,Albania
15-29,Noncommunicable diseases,155.41,32.12,Albania
15-29,"Communicable, maternal, perinatal and nutritional conditions",1897.28,16.13,Algeria
15-29,Injuries,6287.84,53.47,Algeria
15-29,Noncommunicable diseases,3573.72,30.39,Algeria
15-29,"Communicable, maternal, perinatal and nutritional conditions",17242.98,49.08,Angola
15-29,Injuries,10038.84,28.58,Angola
15-29,Noncommunicable diseases,7849.43,22.34,Angola
15-29,"Communicable, maternal, perinatal and nutritional conditions",6.08,26.01,Antigua and Barbuda
15-29,Injuries,9.08,38.85,Antigua and Barbuda
15-29,Noncommunicable diseases,8.21,35.15,Antigua and Barbuda
15-29,"Communicable, maternal, perinatal and nutritional conditions",3625.13,19.34,Argentina
15-29,Injuries,9988.26,53.3,Argentina
15-29,Noncommunicable diseases,5126.31,27.36,Argentina
15-29,"Communicable, maternal, perinatal and nutritional conditions",107.45,17.28,Armenia
15-29,Injuries,340.14,54.69,Armenia
15-29,Noncommunicable diseases,174.36,28.03,Armenia
15-29,"Communicable, maternal, perinatal and nutritional conditions",71.75,1.74,Australia
15-29,Injuries,2513.67,60.8,Australia
15-29,Noncommunicable diseases,1549.16,37.47,Australia
15-29,"Communicable, maternal, perinatal and nutritional conditions",56.67,5.16,Austria
15-29,Injuries,626.84,57.1,Austria
15-29,Noncommunicable diseases,414.29,37.74,Austria
15-29,"Communicable, maternal, perinatal and nutritional conditions",799.64,23.99,Azerbaijan
15-29,Injuries,1411.18,42.34,Azerbaijan
15-29,Noncommunicable diseases,1122.18,33.67,Azerbaijan
15-29,"Communicable, maternal, perinatal and nutritional conditions",44.82,15.53,Bahamas
15-29,Injuries,158.03,54.76,Bahamas
15-29,Noncommunicable diseases,85.76,29.72,Bahamas
15-29,"Communicable, maternal, perinatal and nutritional conditions",72.71,15.09,Bahrain
15-29,Injuries,199.42,41.38,Bahrain
15-29,Noncommunicable diseases,209.76,43.53,Bahrain
15-29,"Communicable, maternal, perinatal and nutritional conditions",21106.73,29.98,Bangladesh
15-29,Injuries,25589.72,36.34,Bangladesh
15-29,Noncommunicable diseases,23714.88,33.68,Bangladesh
15-29,"Communicable, maternal, perinatal and nutritional conditions",20.73,25.05,Barbados
15-29,Injuries,39.74,48.04,Barbados
15-29,Noncommunicable diseases,22.27,26.91,Barbados
15-29,"Communicable, maternal, perinatal and nutritional conditions",283.46,24.89,Belarus
15-29,Injuries,526.11,46.19,Belarus
15-29,Noncommunicable diseases,329.48,28.93,Belarus
15-29,"Communicable, maternal, perinatal and nutritional conditions",59.27,4.48,Belgium
15-29,Injuries,789.98,59.75,Belgium
15-29,Noncommunicable diseases,472.96,35.77,Belgium
15-29,"Communicable, maternal, perinatal and nutritional conditions",43.22,16.76,Belize
15-29,Injuries,161.22,62.53,Belize
15-29,Noncommunicable diseases,53.4,20.71,Belize
15-29,"Communicable, maternal, perinatal and nutritional conditions",4179.02,37.98,Benin
15-29,Injuries,3253.23,29.57,Benin
15-29,Noncommunicable diseases,3571.02,32.45,Benin
15-29,"Communicable, maternal, perinatal and nutritional conditions",64.75,19.16,Bhutan
15-29,Injuries,143.1,42.33,Bhutan
15-29,Noncommunicable diseases,130.19,38.51,Bhutan
15-29,"Communicable, maternal, perinatal and nutritional conditions",2412.83,55.83,Bolivia (Plurinational State of)
15-29,Injuries,1185.66,27.43,Bolivia (Plurinational State of)
15-29,Noncommunicable diseases,723.6,16.74,Bolivia (Plurinational State of)
15-29,"Communicable, maternal, perinatal and nutritional conditions",95.53,24.83,Bosnia and Herzegovina
15-29,Injuries,191.22,49.71,Bosnia and Herzegovina
15-29,Noncommunicable diseases,97.93,25.46,Bosnia and Herzegovina
15-29,"Communicable, maternal, perinatal and nutritional conditions",2219.25,69.02,Botswana
15-29,Injuries,646.42,20.1,Botswana
15-29,Noncommunicable diseases,349.69,10.88,Botswana
15-29,"Communicable, maternal, perinatal and nutritional conditions",24928.36,17.57,Brazil
15-29,Injuries,91115.02,64.21,Brazil
15-29,Noncommunicable diseases,25860.49,18.22,Brazil
15-29,"Communicable, maternal, perinatal and nutritional conditions",13.64,10.35,Brunei Darussalam
15-29,Injuries,45.99,34.88,Brunei Darussalam
15-29,Noncommunicable diseases,72.21,54.77,Brunei Darussalam
15-29,"Communicable, maternal, perinatal and nutritional conditions",366.33,25.02,Bulgaria
15-29,Injuries,461.03,31.49,Bulgaria
15-29,Noncommunicable diseases,636.72,43.49,Bulgaria
15-29,"Communicable, maternal, perinatal and nutritional conditions",7608.64,31.6,Burkina Faso
15-29,Injuries,9345.72,38.81,Burkina Faso
15-29,Noncommunicable diseases,7126.26,29.59,Burkina Faso
15-29,"Communicable, maternal, perinatal and nutritional conditions",5681.17,47.57,Burundi
15-29,Injuries,3198.44,26.78,Burundi
15-29,Noncommunicable diseases,3063.62,25.65,Burundi
15-29,"Communicable, maternal, perinatal and nutritional conditions",43.46,18.81,Cabo Verde
15-29,Injuries,129.28,55.94,Cabo Verde
15-29,Noncommunicable diseases,58.37,25.26,Cabo Verde
15-29,"Communicable, maternal, perinatal and nutritional conditions",2518.73,24.16,Cambodia
15-29,Injuries,4452.04,42.71,Cambodia
15-29,Noncommunicable diseases,3453.23,33.13,Cambodia
15-29,"Communicable, maternal, perinatal and nutritional conditions",13705.62,47.22,Cameroon
15-29,Injuries,7163.62,24.68,Cameroon
15-29,Noncommunicable diseases,8157.28,28.1,Cameroon
15-29,"Communicable, maternal, perinatal and nutritional conditions",290.61,3.79,Canada
15-29,Injuries,2899.2,37.77,Canada
15-29,Noncommunicable diseases,4487.01,58.45,Canada
15-29,"Communicable, maternal, perinatal and nutritional conditions",6224.12,50.22,Central African Republic
15-29,Injuries,4745.21,38.29,Central African Republic
15-29,Noncommunicable diseases,1424.18,11.49,Central African Republic
15-29,"Communicable, maternal, perinatal and nutritional conditions",11501.76,54.03,Chad
15-29,Injuries,6313.93,29.66,Chad
15-29,Noncommunicable diseases,3470.48,16.3,Chad
15-29,"Communicable, maternal, perinatal and nutritional conditions",629.25,12.15,Chile
15-29,Injuries,3071.03,59.3,Chile
15-29,Noncommunicable diseases,1478.82,28.55,Chile
15-29,"Communicable, maternal, perinatal and nutritional conditions",14590.63,5.96,China
15-29,Injuries,135951.77,55.55,China
15-29,Noncommunicable diseases,94211.65,38.49,China
15-29,"Communicable, maternal, perinatal and nutritional conditions",4788.43,14.12,Colombia
15-29,Injuries,23664.24,69.79,Colombia
15-29,Noncommunicable diseases,5452.92,16.08,Colombia
15-29,"Communicable, maternal, perinatal and nutritional conditions",173.77,30.75,Comoros
15-29,Injuries,218.46,38.66,Comoros
15-29,Noncommunicable diseases,172.79,30.58,Comoros
15-29,"Communicable, maternal, perinatal and nutritional conditions",3875.24,60.72,Congo
15-29,Injuries,1482.8,23.23,Congo
15-29,Noncommunicable diseases,1024.06,16.05,Congo
15-29,"Communicable, maternal, perinatal and nutritional conditions",228.99,9.95,Costa Rica
15-29,Injuries,1437.74,62.46,Costa Rica
15-29,Noncommunicable diseases,635.31,27.6,Costa Rica
15-29,"Communicable, maternal, perinatal and nutritional conditions",52.44,11.02,Croatia
15-29,Injuries,267.03,56.13,Croatia
15-29,Noncommunicable diseases,156.24,32.84,Croatia
15-29,"Communicable, maternal, perinatal and nutritional conditions",560.18,25.37,Cuba
15-29,Injuries,796.07,36.05,Cuba
15-29,Noncommunicable diseases,851.73,38.57,Cuba
15-29,"Communicable, maternal, perinatal and nutritional conditions",15.8,10.52,Cyprus
15-29,Injuries,68.58,45.67,Cyprus
15-29,Noncommunicable diseases,65.79,43.81,Cyprus
15-29,"Communicable, maternal, perinatal and nutritional conditions",120.01,9.49,Czechia
15-29,Injuries,659.6,52.15,Czechia
15-29,Noncommunicable diseases,485.22,38.36,Czechia
15-29,"Communicable, maternal, perinatal and nutritional conditions",10577.41,41.12,Côte d'Ivoire
15-29,Injuries,8092.86,31.46,Côte d'Ivoire
15-29,Noncommunicable diseases,7051.54,27.41,Côte d'Ivoire
15-29,"Communicable, maternal, perinatal and nutritional conditions",1977.31,18.69,Democratic People's Republic of Korea
15-29,Injuries,5820.67,55.01,Democratic People's Republic of Korea
15-29,Noncommunicable diseases,2782.17,26.3,Democratic People's Republic of Korea
