year,cause,sex,deaths
2014,Congenital malformations of spine and bony thorax (Q76),persons,2.0
2014,Congenital malformations of the circulatory system (Q20-Q28),females,83.0
2014,Congenital malformations of the circulatory system (Q20-Q28),males,113.0
2014,Congenital malformations of the circulatory system (Q20-Q28),persons,196.0
2014,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",females,8.0
2014,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",males,5.0
2014,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",persons,13.0
2014,Congenital malformations of the nervous system (Q00-Q07),females,45.0
2014,Congenital malformations of the nervous system (Q00-Q07),males,31.0
2014,Congenital malformations of the nervous system (Q00-Q07),persons,76.0
2014,Congenital malformations of the respiratory system (Q30-Q34),females,9.0
2014,Congenital malformations of the respiratory system (Q30-Q34),males,5.0
2014,Congenital malformations of the respiratory system (Q30-Q34),persons,14.0
2014,Congenital malformations of the urinary system (Q60-Q64),females,20.0
2014,Congenital malformations of the urinary system (Q60-Q64),males,34.0
2014,Congenital malformations of the urinary system (Q60-Q64),persons,54.0
2014,Congenital malformations of trachea and bronchus (Q32),females,2.0
2014,Congenital malformations of trachea and bronchus (Q32),males,2.0
2014,Congenital malformations of trachea and bronchus (Q32),persons,4.0
2014,"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",females,2.0
2014,"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",persons,2.0
2014,Congenital pneumonia (P23),males,2.0
2014,Congenital pneumonia (P23),persons,2.0
2014,Congenital viral diseases (P35),females,1.0
2014,Congenital viral diseases (P35),males,1.0
2014,Congenital viral diseases (P35),persons,2.0
2014,Contact with agricultural machinery (W30),males,2.0
2014,Contact with agricultural machinery (W30),persons,2.0
2014,Contact with heat and hot substances (X10-X19),females,4.0
2014,Contact with heat and hot substances (X10-X19),males,5.0
2014,Contact with heat and hot substances (X10-X19),persons,9.0
2014,"Contact with hornets, wasps and bees (X23)",males,4.0
2014,"Contact with hornets, wasps and bees (X23)",persons,4.0
2014,Contact with hot tap-water (X11),females,1.0
2014,Contact with hot tap-water (X11),persons,1.0
2014,"Contact with lifting and transmission devices, not elsewhere classified (W24)",males,1.0
2014,"Contact with lifting and transmission devices, not elsewhere classified (W24)",persons,1.0
2014,Contact with marine animal (W56),females,1.0
2014,Contact with marine animal (W56),males,4.0
2014,Contact with marine animal (W56),persons,5.0
2014,Contact with other and unspecified heat and hot substances (X19),females,1.0
2014,Contact with other and unspecified heat and hot substances (X19),males,1.0
2014,Contact with other and unspecified heat and hot substances (X19),persons,2.0
2014,Contact with other and unspecified machinery (W31),females,1.0
2014,Contact with other and unspecified machinery (W31),males,2.0
2014,Contact with other and unspecified machinery (W31),persons,3.0
2014,Contact with other hot fluids (X12),females,2.0
2014,Contact with other hot fluids (X12),males,3.0
2014,Contact with other hot fluids (X12),persons,5.0
2014,Contact with other hot metals (X18),males,1.0
2014,Contact with other hot metals (X18),persons,1.0
2014,Contact with other powered hand tools and household machinery (W29),males,3.0
2014,Contact with other powered hand tools and household machinery (W29),persons,3.0
2014,Contact with other specified venomous arthropods (X25),males,1.0
2014,Contact with other specified venomous arthropods (X25),persons,1.0
2014,Contact with sharp glass (W25),males,4.0
2014,Contact with sharp glass (W25),persons,4.0
2014,"Contact with sharp object, undetermined intent (Y28)",females,1.0
2014,"Contact with sharp object, undetermined intent (Y28)",males,1.0
2014,"Contact with sharp object, undetermined intent (Y28)",persons,2.0
2014,"Contact with steam, hot vapours and hot objects, undetermined intent (Y27)",females,1.0
2014,"Contact with steam, hot vapours and hot objects, undetermined intent (Y27)",persons,1.0
2014,Contact with unspecified venomous animal or plant (X29),males,1.0
2014,Contact with unspecified venomous animal or plant (X29),persons,1.0
2014,Contact with venomous animals and plants (X20-X29),males,9.0
2014,Contact with venomous animals and plants (X20-X29),persons,9.0
2014,Contact with venomous snakes and lizards (X20),males,3.0
2014,Contact with venomous snakes and lizards (X20),persons,3.0
2014,Coxarthrosis [arthrosis of hip] (M16),females,3.0
2014,Coxarthrosis [arthrosis of hip] (M16),males,1.0
2014,Coxarthrosis [arthrosis of hip] (M16),persons,4.0
2014,"Crashing of motor vehicle, undetermined intent (Y32)",females,4.0
2014,"Crashing of motor vehicle, undetermined intent (Y32)",males,7.0
2014,"Crashing of motor vehicle, undetermined intent (Y32)",persons,11.0
2014,Crohn disease [regional enteritis] (K50),females,23.0
2014,Crohn disease [regional enteritis] (K50),males,13.0
2014,Crohn disease [regional enteritis] (K50),persons,36.0
2014,Cryptococcosis (B45),females,2.0
2014,Cryptococcosis (B45),males,4.0
2014,Cryptococcosis (B45),persons,6.0
2014,Cushing syndrome (E24),females,1.0
2014,Cushing syndrome (E24),males,2.0
2014,Cushing syndrome (E24),persons,3.0
2014,"Cutaneous abscess, furuncle and carbuncle (L02)",females,9.0
2014,"Cutaneous abscess, furuncle and carbuncle (L02)",males,5.0
2014,"Cutaneous abscess, furuncle and carbuncle (L02)",persons,14.0
2014,Cystic fibrosis (E84),females,12.0
2014,Cystic fibrosis (E84),males,12.0
2014,Cystic fibrosis (E84),persons,24.0
2014,Cystic kidney disease (Q61),females,16.0
2014,Cystic kidney disease (Q61),males,22.0
2014,Cystic kidney disease (Q61),persons,38.0
2014,Cysticercosis (B69),males,1.0
2014,Cysticercosis (B69),persons,1.0
2014,Cystitis (N30),females,1.0
2014,Cystitis (N30),males,1.0
2014,Cystitis (N30),persons,2.0
2014,Cytomegaloviral disease (B25),females,2.0
2014,Cytomegaloviral disease (B25),males,2.0
2014,Cytomegaloviral disease (B25),persons,4.0
2014,Decubitus ulcer (L89),females,30.0
2014,Decubitus ulcer (L89),males,8.0
2014,Decubitus ulcer (L89),persons,38.0
2014,Deficiency of other B group vitamins (E53),females,10.0
2014,Deficiency of other B group vitamins (E53),males,1.0
2014,Deficiency of other B group vitamins (E53),persons,11.0
2014,Deficiency of other nutrient elements (E61),males,2.0
2014,Deficiency of other nutrient elements (E61),persons,2.0
2014,Deforming dorsopathies (M40-M43),females,11.0
2014,Deforming dorsopathies (M40-M43),males,4.0
2014,Deforming dorsopathies (M40-M43),persons,15.0
2014,"Delirium, not induced by alcohol and other psychoactive substances (F05)",females,124.0
2014,"Delirium, not induced by alcohol and other psychoactive substances (F05)",males,140.0
2014,"Delirium, not induced by alcohol and other psychoactive substances (F05)",persons,264.0
2014,Demyelinating diseases of the central nervous system (G35-G37),females,119.0
2014,Demyelinating diseases of the central nervous system (G35-G37),males,68.0
2014,Demyelinating diseases of the central nervous system (G35-G37),persons,187.0
2014,Dental caries (K02),females,1.0
2014,Dental caries (K02),persons,1.0
2014,Depressive episode (F32),females,35.0
2014,Depressive episode (F32),males,22.0
2014,Depressive episode (F32),persons,57.0
2014,Dermatitis and eczema (L20-L30),females,1.0
2014,Dermatitis and eczema (L20-L30),males,1.0
2014,Dermatitis and eczema (L20-L30),persons,2.0
2014,Dermatopolymyositis (M33),females,6.0
2014,Dermatopolymyositis (M33),males,2.0
2014,Dermatopolymyositis (M33),persons,8.0
2014,Diabetes mellitus (E10-E14),females,2192.0
2014,Diabetes mellitus (E10-E14),males,2233.0
2014,Diabetes mellitus (E10-E14),persons,4425.0
2014,Diaphragmatic hernia (K44),females,30.0
2014,Diaphragmatic hernia (K44),males,12.0
2014,Diaphragmatic hernia (K44),persons,42.0
2014,Digestive system disorders of fetus and newborn (P75-P78),females,8.0
2014,Digestive system disorders of fetus and newborn (P75-P78),males,5.0
2014,Digestive system disorders of fetus and newborn (P75-P78),persons,13.0
2014,Diseases of appendix (K35-K38),females,8.0
2014,Diseases of appendix (K35-K38),males,16.0
2014,Diseases of appendix (K35-K38),persons,24.0
2014,"Diseases of arteries, arterioles and capillaries (I70-I79)",females,861.0
2014,"Diseases of arteries, arterioles and capillaries (I70-I79)",males,972.0
2014,"Diseases of arteries, arterioles and capillaries (I70-I79)",persons,1833.0
2014,Diseases of capillaries (I78),females,3.0
2014,Diseases of capillaries (I78),males,5.0
2014,Diseases of capillaries (I78),persons,8.0
2014,Diseases of external ear (H60-H62),males,4.0
2014,Diseases of external ear (H60-H62),persons,4.0
2014,Diseases of liver (K70-K77),females,551.0
2014,Diseases of liver (K70-K77),males,1245.0
2014,Diseases of liver (K70-K77),persons,1796.0
2014,Diseases of male genital organs (N40-N51),males,85.0
2014,Diseases of male genital organs (N40-N51),persons,85.0
2014,Diseases of middle ear and mastoid (H65-H75),females,5.0
2014,Diseases of middle ear and mastoid (H65-H75),males,4.0
2014,Diseases of middle ear and mastoid (H65-H75),persons,9.0
2014,Diseases of myoneural junction and muscle (G70-G73),females,77.0
2014,Diseases of myoneural junction and muscle (G70-G73),males,88.0
2014,Diseases of myoneural junction and muscle (G70-G73),persons,165.0
2014,"Diseases of oesophagus, stomach and duodenum (K20-K31)",females,317.0
2014,"Diseases of oesophagus, stomach and duodenum (K20-K31)",males,269.0
2014,"Diseases of oesophagus, stomach and duodenum (K20-K31)",persons,586.0
2014,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",females,24.0
2014,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",males,11.0
2014,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",persons,35.0
2014,Diseases of peritoneum (K65-K67),females,41.0
2014,Diseases of peritoneum (K65-K67),males,40.0
2014,Diseases of peritoneum (K65-K67),persons,81.0
2014,Diseases of pulp and periapical tissues (K04),females,4.0
2014,Diseases of pulp and periapical tissues (K04),males,4.0
2014,Diseases of pulp and periapical tissues (K04),persons,8.0
2014,Diseases of salivary glands (K11),females,10.0
2014,Diseases of salivary glands (K11),males,4.0
2014,Diseases of salivary glands (K11),persons,14.0
2014,Diseases of spleen (D73),females,3.0
2014,Diseases of spleen (D73),males,1.0
2014,Diseases of spleen (D73),persons,4.0
2014,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",females,159.0
2014,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",males,146.0
2014,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",persons,305.0
2014,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",females,4.0
2014,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",males,3.0
2014,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",persons,7.0
2014,Disorders of aromatic amino-acid metabolism (E70),females,1.0
2014,Disorders of aromatic amino-acid metabolism (E70),persons,1.0
2014,Disorders of autonomic nervous system (G90),females,35.0
2014,Disorders of autonomic nervous system (G90),males,59.0
2014,Disorders of autonomic nervous system (G90),persons,94.0
2014,Disorders of bone density and structure (M80-M85),females,188.0
2014,Disorders of bone density and structure (M80-M85),males,47.0
2014,Disorders of bone density and structure (M80-M85),persons,235.0
2014,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),females,1.0
2014,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),persons,1.0
2014,Disorders of breast (N60-N64),females,3.0
2014,Disorders of breast (N60-N64),persons,3.0
2014,Disorders of choroid and retina (H30-H36),females,2.0
2014,Disorders of choroid and retina (H30-H36),males,1.0
2014,Disorders of choroid and retina (H30-H36),persons,3.0
2014,Disorders of continuity of bone (M84),females,23.0
2014,Disorders of continuity of bone (M84),males,14.0
2014,Disorders of continuity of bone (M84),persons,37.0
2014,"Disorders of eyelid, lacrimal system and orbit (H00-H06)",females,1.0
2014,"Disorders of eyelid, lacrimal system and orbit (H00-H06)",persons,1.0
2014,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",females,364.0
2014,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",males,325.0
2014,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",persons,689.0
2014,Disorders of glycoprotein metabolism (E77),females,4.0
2014,Disorders of glycoprotein metabolism (E77),males,1.0
2014,Disorders of glycoprotein metabolism (E77),persons,5.0
2014,Disorders of glycosaminoglycan metabolism (E76),females,1.0
2014,Disorders of glycosaminoglycan metabolism (E76),males,4.0
2014,Disorders of glycosaminoglycan metabolism (E76),persons,5.0
2014,Disorders of lipoprotein metabolism and other lipidaemias (E78),females,319.0
2014,Disorders of lipoprotein metabolism and other lipidaemias (E78),males,330.0
2014,Disorders of lipoprotein metabolism and other lipidaemias (E78),persons,649.0
2014,Disorders of mineral metabolism (E83),females,20.0
2014,Disorders of mineral metabolism (E83),males,17.0
2014,Disorders of mineral metabolism (E83),persons,37.0
2014,Disorders of muscles (M60-M63),females,20.0
2014,Disorders of muscles (M60-M63),males,37.0
2014,Disorders of muscles (M60-M63),persons,57.0
2014,Disorders of orbit (H05),females,1.0
2014,Disorders of orbit (H05),persons,1.0
2014,Disorders of other cranial nerves (G52),females,2.0
