country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths,Year
Gambia,GMB,males,"Communicable, maternal, perinatal and nutritional conditions",4097.82,25.97,2019
Gambia,GMB,males,Noncommunicable diseases,3487.19,22.1,2019
Gambia,GMB,males,Injuries,969.85,6.15,2019
Gambia,GMB,females,"Communicable, maternal, perinatal and nutritional conditions",3637.81,23.06,2019
Gambia,GMB,females,Noncommunicable diseases,3167.58,20.08,2019
Gambia,GMB,females,Injuries,416.05,2.64,2019
Georgia,GEO,persons,"Communicable, maternal, perinatal and nutritional conditions",3878.14,7.98,2019
Georgia,GEO,persons,Noncommunicable diseases,42405.14,87.27,2019
Georgia,GEO,persons,Injuries,2306.85,4.75,2019
Georgia,GEO,males,"Communicable, maternal, perinatal and nutritional conditions",2169.01,4.46,2019
Georgia,GEO,males,Noncommunicable diseases,20787.71,42.78,2019
Georgia,GEO,males,Injuries,1634.37,3.36,2019
Georgia,GEO,females,"Communicable, maternal, perinatal and nutritional conditions",1709.13,3.52,2019
Georgia,GEO,females,Noncommunicable diseases,21617.43,44.49,2019
Georgia,GEO,females,Injuries,672.48,1.38,2019
Germany,DEU,persons,"Communicable, maternal, perinatal and nutritional conditions",43385.23,4.59,2019
Germany,DEU,persons,Noncommunicable diseases,859641.81,90.95,2019
Germany,DEU,persons,Injuries,42116.99,4.46,2019
Germany,DEU,males,"Communicable, maternal, perinatal and nutritional conditions",21749.69,2.3,2019
Germany,DEU,males,Noncommunicable diseases,423897.76,44.85,2019
Germany,DEU,males,Injuries,24423.13,2.58,2019
Germany,DEU,females,"Communicable, maternal, perinatal and nutritional conditions",21635.53,2.29,2019
Germany,DEU,females,Noncommunicable diseases,435744.05,46.1,2019
Germany,DEU,females,Injuries,17693.85,1.87,2019
Ghana,GHA,persons,"Communicable, maternal, perinatal and nutritional conditions",93855.69,45.06,2019
Ghana,GHA,persons,Noncommunicable diseases,98447.75,47.26,2019
Ghana,GHA,persons,Injuries,16004.25,7.68,2019
Ghana,GHA,males,"Communicable, maternal, perinatal and nutritional conditions",52014.27,24.97,2019
Ghana,GHA,males,Noncommunicable diseases,52554.97,25.23,2019
Ghana,GHA,males,Injuries,10978.63,5.27,2019
Ghana,GHA,females,"Communicable, maternal, perinatal and nutritional conditions",41841.43,20.09,2019
Ghana,GHA,females,Noncommunicable diseases,45892.78,22.03,2019
Ghana,GHA,females,Injuries,5025.62,2.41,2019
Greece,GRC,persons,"Communicable, maternal, perinatal and nutritional conditions",14639.47,10.86,2019
Greece,GRC,persons,Noncommunicable diseases,115536.73,85.72,2019
Greece,GRC,persons,Injuries,4604.69,3.42,2019
Greece,GRC,males,"Communicable, maternal, perinatal and nutritional conditions",5035.64,3.74,2019
Greece,GRC,males,Noncommunicable diseases,51833.72,38.46,2019
Greece,GRC,males,Injuries,2781.6,2.06,2019
Greece,GRC,females,"Communicable, maternal, perinatal and nutritional conditions",9603.83,7.13,2019
Greece,GRC,females,Noncommunicable diseases,63703.0,47.26,2019
Greece,GRC,females,Injuries,1823.09,1.35,2019
Grenada,GRD,persons,"Communicable, maternal, perinatal and nutritional conditions",135.55,10.37,2019
Grenada,GRD,persons,Noncommunicable diseases,1101.07,84.23,2019
Grenada,GRD,persons,Injuries,70.63,5.4,2019
Grenada,GRD,males,"Communicable, maternal, perinatal and nutritional conditions",73.49,5.62,2019
Grenada,GRD,males,Noncommunicable diseases,606.56,46.4,2019
Grenada,GRD,males,Injuries,52.66,4.03,2019
Grenada,GRD,females,"Communicable, maternal, perinatal and nutritional conditions",62.07,4.75,2019
Grenada,GRD,females,Noncommunicable diseases,494.51,37.83,2019
Grenada,GRD,females,Injuries,17.97,1.37,2019
Guatemala,GTM,persons,"Communicable, maternal, perinatal and nutritional conditions",17321.41,21.61,2019
Guatemala,GTM,persons,Noncommunicable diseases,50923.16,63.52,2019
Guatemala,GTM,persons,Injuries,11926.32,14.88,2019
Guatemala,GTM,males,"Communicable, maternal, perinatal and nutritional conditions",9034.29,11.27,2019
Guatemala,GTM,males,Noncommunicable diseases,26262.76,32.76,2019
Guatemala,GTM,males,Injuries,9765.63,12.18,2019
Guatemala,GTM,females,"Communicable, maternal, perinatal and nutritional conditions",8287.13,10.34,2019
Guatemala,GTM,females,Noncommunicable diseases,24660.4,30.76,2019
Guatemala,GTM,females,Injuries,2160.69,2.7,2019
Guinea,GIN,persons,"Communicable, maternal, perinatal and nutritional conditions",68944.34,58.53,2019
Guinea,GIN,persons,Noncommunicable diseases,40093.71,34.04,2019
Guinea,GIN,persons,Injuries,8748.28,7.43,2019
Guinea,GIN,males,"Communicable, maternal, perinatal and nutritional conditions",35616.75,30.24,2019
Guinea,GIN,males,Noncommunicable diseases,18237.31,15.48,2019
Guinea,GIN,males,Injuries,5597.67,4.75,2019
Guinea,GIN,females,"Communicable, maternal, perinatal and nutritional conditions",33327.59,28.29,2019
Guinea,GIN,females,Noncommunicable diseases,21856.4,18.56,2019
Guinea,GIN,females,Injuries,3150.61,2.67,2019
Guinea-Bissau,GNB,persons,"Communicable, maternal, perinatal and nutritional conditions",10724.09,59.0,2019
Guinea-Bissau,GNB,persons,Noncommunicable diseases,5951.35,32.74,2019
Guinea-Bissau,GNB,persons,Injuries,1502.4,8.27,2019
Guinea-Bissau,GNB,males,"Communicable, maternal, perinatal and nutritional conditions",5607.01,30.85,2019
Guinea-Bissau,GNB,males,Noncommunicable diseases,2992.41,16.46,2019
Guinea-Bissau,GNB,males,Injuries,1022.8,5.63,2019
Guinea-Bissau,GNB,females,"Communicable, maternal, perinatal and nutritional conditions",5117.09,28.15,2019
Guinea-Bissau,GNB,females,Noncommunicable diseases,2958.94,16.28,2019
Guinea-Bissau,GNB,females,Injuries,479.6,2.64,2019
Guyana,GUY,persons,"Communicable, maternal, perinatal and nutritional conditions",1088.64,17.81,2019
Guyana,GUY,persons,Noncommunicable diseases,4245.27,69.46,2019
Guyana,GUY,persons,Injuries,778.24,12.73,2019
Guyana,GUY,males,"Communicable, maternal, perinatal and nutritional conditions",601.18,9.84,2019
Guyana,GUY,males,Noncommunicable diseases,2208.86,36.14,2019
Guyana,GUY,males,Injuries,596.08,9.75,2019
Guyana,GUY,females,"Communicable, maternal, perinatal and nutritional conditions",487.46,7.98,2019
Guyana,GUY,females,Noncommunicable diseases,2036.41,33.32,2019
Guyana,GUY,females,Injuries,182.16,2.98,2019
Haiti,HTI,persons,"Communicable, maternal, perinatal and nutritional conditions",23989.56,26.54,2019
Haiti,HTI,persons,Noncommunicable diseases,56783.27,62.81,2019
Haiti,HTI,persons,Injuries,9630.04,10.65,2019
Haiti,HTI,males,"Communicable, maternal, perinatal and nutritional conditions",12090.93,13.37,2019
Haiti,HTI,males,Noncommunicable diseases,24482.79,27.08,2019
Haiti,HTI,males,Injuries,6710.01,7.42,2019
Haiti,HTI,females,"Communicable, maternal, perinatal and nutritional conditions",11898.64,13.16,2019
Haiti,HTI,females,Noncommunicable diseases,32300.47,35.73,2019
Haiti,HTI,females,Injuries,2920.03,3.23,2019
Honduras,HND,persons,"Communicable, maternal, perinatal and nutritional conditions",6347.5,13.49,2019
Honduras,HND,persons,Noncommunicable diseases,30809.89,65.49,2019
Honduras,HND,persons,Injuries,9890.64,21.02,2019
Honduras,HND,males,"Communicable, maternal, perinatal and nutritional conditions",3184.96,6.77,2019
Honduras,HND,males,Noncommunicable diseases,14398.03,30.6,2019
Honduras,HND,males,Injuries,7048.11,14.98,2019
Honduras,HND,females,"Communicable, maternal, perinatal and nutritional conditions",3162.54,6.72,2019
Honduras,HND,females,Noncommunicable diseases,16411.85,34.88,2019
Honduras,HND,females,Injuries,2842.53,6.04,2019
Hungary,HUN,persons,"Communicable, maternal, perinatal and nutritional conditions",2591.1,2.0,2019
Hungary,HUN,persons,Noncommunicable diseases,121501.93,93.84,2019
Hungary,HUN,persons,Injuries,5380.63,4.16,2019
Hungary,HUN,males,"Communicable, maternal, perinatal and nutritional conditions",1233.66,0.95,2019
Hungary,HUN,males,Noncommunicable diseases,58137.84,44.9,2019
Hungary,HUN,males,Injuries,3437.42,2.65,2019
Hungary,HUN,females,"Communicable, maternal, perinatal and nutritional conditions",1357.44,1.05,2019
Hungary,HUN,females,Noncommunicable diseases,63364.09,48.94,2019
Hungary,HUN,females,Injuries,1943.21,1.5,2019
Iceland,ISL,persons,"Communicable, maternal, perinatal and nutritional conditions",108.81,4.75,2019
Iceland,ISL,persons,Noncommunicable diseases,2053.22,89.59,2019
Iceland,ISL,persons,Injuries,129.66,5.66,2019
Iceland,ISL,males,"Communicable, maternal, perinatal and nutritional conditions",52.27,2.28,2019
Iceland,ISL,males,Noncommunicable diseases,1033.06,45.08,2019
Iceland,ISL,males,Injuries,76.04,3.32,2019
Iceland,ISL,females,"Communicable, maternal, perinatal and nutritional conditions",56.55,2.47,2019
Iceland,ISL,females,Noncommunicable diseases,1020.17,44.52,2019
Iceland,ISL,females,Injuries,53.62,2.34,2019
India,IND,persons,"Communicable, maternal, perinatal and nutritional conditions",2021982.81,21.76,2019
India,IND,persons,Noncommunicable diseases,6302911.49,67.82,2019
India,IND,persons,Injuries,969086.95,10.43,2019
India,IND,males,"Communicable, maternal, perinatal and nutritional conditions",1013011.32,10.9,2019
India,IND,males,Noncommunicable diseases,3450825.6,37.13,2019
India,IND,males,Injuries,601741.98,6.47,2019
India,IND,females,"Communicable, maternal, perinatal and nutritional conditions",1008971.48,10.86,2019
India,IND,females,Noncommunicable diseases,2852085.89,30.69,2019
India,IND,females,Injuries,367344.97,3.95,2019
Indonesia,IDN,persons,"Communicable, maternal, perinatal and nutritional conditions",328436.73,17.21,2019
Indonesia,IDN,persons,Noncommunicable diseases,1487276.81,77.92,2019
Indonesia,IDN,persons,Injuries,92929.41,4.87,2019
Indonesia,IDN,males,"Communicable, maternal, perinatal and nutritional conditions",179241.84,9.39,2019
Indonesia,IDN,males,Noncommunicable diseases,743302.31,38.94,2019
Indonesia,IDN,males,Injuries,62584.87,3.28,2019
Indonesia,IDN,females,"Communicable, maternal, perinatal and nutritional conditions",149194.89,7.82,2019
Indonesia,IDN,females,Noncommunicable diseases,743974.5,38.98,2019
Indonesia,IDN,females,Injuries,30344.54,1.59,2019
Iran (Islamic Republic of),IRN,persons,"Communicable, maternal, perinatal and nutritional conditions",23084.83,6.2,2019
Iran (Islamic Republic of),IRN,persons,Noncommunicable diseases,313065.23,84.08,2019
Iran (Islamic Republic of),IRN,persons,Injuries,36202.82,9.72,2019
Iran (Islamic Republic of),IRN,males,"Communicable, maternal, perinatal and nutritional conditions",12664.35,3.4,2019
Iran (Islamic Republic of),IRN,males,Noncommunicable diseases,162647.46,43.68,2019
Iran (Islamic Republic of),IRN,males,Injuries,27231.28,7.31,2019
Iran (Islamic Republic of),IRN,females,"Communicable, maternal, perinatal and nutritional conditions",10420.47,2.8,2019
Iran (Islamic Republic of),IRN,females,Noncommunicable diseases,150417.76,40.4,2019
Iran (Islamic Republic of),IRN,females,Injuries,8971.53,2.41,2019
Iraq,IRQ,persons,"Communicable, maternal, perinatal and nutritional conditions",24441.1,15.29,2019
Iraq,IRQ,persons,Noncommunicable diseases,107256.36,67.1,2019
Iraq,IRQ,persons,Injuries,28154.26,17.61,2019
Iraq,IRQ,males,"Communicable, maternal, perinatal and nutritional conditions",13185.55,8.25,2019
Iraq,IRQ,males,Noncommunicable diseases,53616.86,33.54,2019
Iraq,IRQ,males,Injuries,21007.8,13.14,2019
Iraq,IRQ,females,"Communicable, maternal, perinatal and nutritional conditions",11255.56,7.04,2019
Iraq,IRQ,females,Noncommunicable diseases,53639.5,33.56,2019
Iraq,IRQ,females,Injuries,7146.45,4.47,2019
Ireland,IRL,persons,"Communicable, maternal, perinatal and nutritional conditions",1776.37,5.52,2019
Ireland,IRL,persons,Noncommunicable diseases,29247.29,90.82,2019
Ireland,IRL,persons,Injuries,1178.3,3.66,2019
Ireland,IRL,males,"Communicable, maternal, perinatal and nutritional conditions",790.93,2.46,2019
Ireland,IRL,males,Noncommunicable diseases,14968.43,46.48,2019
Ireland,IRL,males,Injuries,768.83,2.39,2019
Ireland,IRL,females,"Communicable, maternal, perinatal and nutritional conditions",985.44,3.06,2019
Ireland,IRL,females,Noncommunicable diseases,14278.86,44.34,2019
Ireland,IRL,females,Injuries,409.46,1.27,2019
Israel,ISR,persons,"Communicable, maternal, perinatal and nutritional conditions",4756.24,10.58,2019
Israel,ISR,persons,Noncommunicable diseases,38280.43,85.15,2019
Israel,ISR,persons,Injuries,1921.24,4.27,2019
Israel,ISR,males,"Communicable, maternal, perinatal and nutritional conditions",2366.35,5.26,2019
Israel,ISR,males,Noncommunicable diseases,18879.71,41.99,2019
Israel,ISR,males,Injuries,1294.44,2.88,2019
Israel,ISR,females,"Communicable, maternal, perinatal and nutritional conditions",2389.89,5.32,2019
Israel,ISR,females,Noncommunicable diseases,19400.72,43.15,2019
Israel,ISR,females,Injuries,626.8,1.39,2019
Italy,ITA,persons,"Communicable, maternal, perinatal and nutritional conditions",35951.88,5.62,2019
Italy,ITA,persons,Noncommunicable diseases,579165.99,90.53,2019
Italy,ITA,persons,Injuries,24636.3,3.85,2019
Italy,ITA,males,"Communicable, maternal, perinatal and nutritional conditions",16279.55,2.54,2019
Italy,ITA,males,Noncommunicable diseases,275351.27,43.04,2019
Italy,ITA,males,Injuries,13968.17,2.18,2019
Italy,ITA,females,"Communicable, maternal, perinatal and nutritional conditions",19672.33,3.07,2019
Italy,ITA,females,Noncommunicable diseases,303814.73,47.49,2019
Italy,ITA,females,Injuries,10668.13,1.67,2019
Jamaica,JAM,persons,"Communicable, maternal, perinatal and nutritional conditions",2063.53,9.83,2019
Jamaica,JAM,persons,Noncommunicable diseases,16406.91,78.18,2019
Jamaica,JAM,persons,Injuries,2514.58,11.98,2019
Jamaica,JAM,males,"Communicable, maternal, perinatal and nutritional conditions",1187.63,5.66,2019
Jamaica,JAM,males,Noncommunicable diseases,8401.36,40.04,2019
Jamaica,JAM,males,Injuries,1960.17,9.34,2019
Jamaica,JAM,females,"Communicable, maternal, perinatal and nutritional conditions",875.9,4.17,2019
Jamaica,JAM,females,Noncommunicable diseases,8005.54,38.15,2019
Jamaica,JAM,females,Injuries,554.42,2.64,2019
Japan,JPN,persons,"Communicable, maternal, perinatal and nutritional conditions",144190.36,10.95,2019
Japan,JPN,persons,Noncommunicable diseases,1107468.18,84.12,2019
Japan,JPN,persons,Injuries,64951.59,4.93,2019
Japan,JPN,males,"Communicable, maternal, perinatal and nutritional conditions",74785.72,5.68,2019
Japan,JPN,males,Noncommunicable diseases,568136.61,43.15,2019
Japan,JPN,males,Injuries,39909.02,3.03,2019
Japan,JPN,females,"Communicable, maternal, perinatal and nutritional conditions",69404.63,5.27,2019
Japan,JPN,females,Noncommunicable diseases,539331.57,40.96,2019
Japan,JPN,females,Injuries,25042.58,1.9,2019
Jordan,JOR,persons,"Communicable, maternal, perinatal and nutritional conditions",2816.15,11.14,2019
Jordan,JOR,persons,Noncommunicable diseases,19787.79,78.26,2019
Jordan,JOR,persons,Injuries,2680.71,10.6,2019
Jordan,JOR,males,"Communicable, maternal, perinatal and nutritional conditions",1490.61,5.9,2019
Jordan,JOR,males,Noncommunicable diseases,9868.41,39.03,2019
Jordan,JOR,males,Injuries,1994.71,7.89,2019
Jordan,JOR,females,"Communicable, maternal, perinatal and nutritional conditions",1325.54,5.24,2019
Jordan,JOR,females,Noncommunicable diseases,9919.38,39.23,2019
Jordan,JOR,females,Injuries,686.0,2.71,2019
Kazakhstan,KAZ,persons,"Communicable, maternal, perinatal and nutritional conditions",6912.21,5.02,2019
Kazakhstan,KAZ,persons,Noncommunicable diseases,119426.74,86.73,2019
Kazakhstan,KAZ,persons,Injuries,11364.43,8.25,2019
Kazakhstan,KAZ,males,"Communicable, maternal, perinatal and nutritional conditions",4099.68,2.98,2019
Kazakhstan,KAZ,males,Noncommunicable diseases,59705.27,43.36,2019
Kazakhstan,KAZ,males,Injuries,8897.43,6.46,2019
Kazakhstan,KAZ,females,"Communicable, maternal, perinatal and nutritional conditions",2812.52,2.04,2019
Kazakhstan,KAZ,females,Noncommunicable diseases,59721.47,43.37,2019
Kazakhstan,KAZ,females,Injuries,2467.0,1.79,2019
Kenya,KEN,persons,"Communicable, maternal, perinatal and nutritional conditions",145971.16,47.72,2019
Kenya,KEN,persons,Noncommunicable diseases,130019.04,42.51,2019
Kenya,KEN,persons,Injuries,29877.7,9.77,2019
Kenya,KEN,males,"Communicable, maternal, perinatal and nutritional conditions",84162.9,27.52,2019
Kenya,KEN,males,Noncommunicable diseases,60738.21,19.86,2019
Kenya,KEN,males,Injuries,20371.4,6.66,2019
Kenya,KEN,females,"Communicable, maternal, perinatal and nutritional conditions",61808.25,20.21,2019
Kenya,KEN,females,Noncommunicable diseases,69280.83,22.65,2019
Kenya,KEN,females,Injuries,9506.31,3.11,2019
Kiribati,KIR,persons,"Communicable, maternal, perinatal and nutritional conditions",298.43,26.74,2019
Kiribati,KIR,persons,Noncommunicable diseases,757.2,67.84,2019
Kiribati,KIR,persons,Injuries,60.5,5.42,2019
Kiribati,KIR,males,"Communicable, maternal, perinatal and nutritional conditions",153.68,13.77,2019
Kiribati,KIR,males,Noncommunicable diseases,394.7,35.36,2019
Kiribati,KIR,males,Injuries,44.22,3.96,2019
Kiribati,KIR,females,"Communicable, maternal, perinatal and nutritional conditions",144.76,12.97,2019
Kiribati,KIR,females,Noncommunicable diseases,362.5,32.48,2019
Kiribati,KIR,females,Injuries,16.28,1.46,2019
Kuwait,KWT,persons,"Communicable, maternal, perinatal and nutritional conditions",705.33,7.94,2019
Kuwait,KWT,persons,Noncommunicable diseases,7120.86,80.18,2019
Kuwait,KWT,persons,Injuries,1054.5,11.87,2019
Kuwait,KWT,males,"Communicable, maternal, perinatal and nutritional conditions",491.55,5.53,2019
Kuwait,KWT,males,Noncommunicable diseases,5460.76,61.49,2019
Kuwait,KWT,males,Injuries,942.0,10.61,2019
Kuwait,KWT,females,"Communicable, maternal, perinatal and nutritional conditions",213.78,2.41,2019
Kuwait,KWT,females,Noncommunicable diseases,1660.1,18.69,2019
Kuwait,KWT,females,Injuries,112.5,1.27,2019
Kyrgyzstan,KGZ,persons,"Communicable, maternal, perinatal and nutritional conditions",3406.46,9.86,2019
