country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths
Vanuatu,VUT,males,Injuries,131.38,5.88
Vanuatu,VUT,females,"Communicable, maternal, perinatal and nutritional conditions",172.67,7.73
Vanuatu,VUT,females,Noncommunicable diseases,617.24,27.63
Vanuatu,VUT,females,Injuries,36.08,1.62
Venezuela (Bolivarian Republic of),VEN,persons,"Communicable, maternal, perinatal and nutritional conditions",36235.5,15.96
Venezuela (Bolivarian Republic of),VEN,persons,Noncommunicable diseases,155950.99,68.67
Venezuela (Bolivarian Republic of),VEN,persons,Injuries,30738.9,13.54
Venezuela (Bolivarian Republic of),VEN,males,"Communicable, maternal, perinatal and nutritional conditions",20596.92,9.07
Venezuela (Bolivarian Republic of),VEN,males,Noncommunicable diseases,82779.24,36.45
Venezuela (Bolivarian Republic of),VEN,males,Injuries,26764.48,11.79
Venezuela (Bolivarian Republic of),VEN,females,"Communicable, maternal, perinatal and nutritional conditions",15638.58,6.89
Venezuela (Bolivarian Republic of),VEN,females,Noncommunicable diseases,73171.75,32.22
Venezuela (Bolivarian Republic of),VEN,females,Injuries,3974.42,1.75
Viet Nam,VNM,persons,"Communicable, maternal, perinatal and nutritional conditions",87207.16,12.4
Viet Nam,VNM,persons,Noncommunicable diseases,550201.54,78.21
Viet Nam,VNM,persons,Injuries,59688.4,8.48
Viet Nam,VNM,males,"Communicable, maternal, perinatal and nutritional conditions",48791.34,6.94
Viet Nam,VNM,males,Noncommunicable diseases,289953.67,41.21
Viet Nam,VNM,males,Injuries,39606.43,5.63
Viet Nam,VNM,females,"Communicable, maternal, perinatal and nutritional conditions",38415.82,5.46
Viet Nam,VNM,females,Noncommunicable diseases,260247.87,36.99
Viet Nam,VNM,females,Injuries,20081.97,2.85
Yemen,YEM,persons,"Communicable, maternal, perinatal and nutritional conditions",77431.78,34.48
Yemen,YEM,persons,Noncommunicable diseases,93280.6,41.53
Yemen,YEM,persons,Injuries,46326.25,20.63
Yemen,YEM,males,"Communicable, maternal, perinatal and nutritional conditions",41770.57,18.6
Yemen,YEM,males,Noncommunicable diseases,46022.63,20.49
Yemen,YEM,males,Injuries,34533.84,15.38
Yemen,YEM,females,"Communicable, maternal, perinatal and nutritional conditions",35661.21,15.88
Yemen,YEM,females,Noncommunicable diseases,47257.97,21.04
Yemen,YEM,females,Injuries,11792.4,5.25
Zambia,ZMB,persons,"Communicable, maternal, perinatal and nutritional conditions",82158.45,58.84
Zambia,ZMB,persons,Noncommunicable diseases,43550.05,31.19
Zambia,ZMB,persons,Injuries,10294.32,7.37
Zambia,ZMB,males,"Communicable, maternal, perinatal and nutritional conditions",42407.57,30.37
Zambia,ZMB,males,Noncommunicable diseases,22434.85,16.07
Zambia,ZMB,males,Injuries,7162.9,5.13
Zambia,ZMB,females,"Communicable, maternal, perinatal and nutritional conditions",39750.88,28.47
Zambia,ZMB,females,Noncommunicable diseases,21115.2,15.12
Zambia,ZMB,females,Injuries,3131.42,2.24
Zimbabwe,ZWE,persons,"Communicable, maternal, perinatal and nutritional conditions",75642.0,49.37
Zimbabwe,ZWE,persons,Noncommunicable diseases,58754.45,38.35
Zimbabwe,ZWE,persons,Injuries,14288.01,9.32
Zimbabwe,ZWE,males,"Communicable, maternal, perinatal and nutritional conditions",39375.2,25.7
Zimbabwe,ZWE,males,Noncommunicable diseases,24532.01,16.01
Zimbabwe,ZWE,males,Injuries,9534.52,6.22
Zimbabwe,ZWE,females,"Communicable, maternal, perinatal and nutritional conditions",36266.81,23.67
Zimbabwe,ZWE,females,Noncommunicable diseases,34222.44,22.33
Zimbabwe,ZWE,females,Injuries,4753.49,3.1
